,par_id,soa,target_location,congruency_area,congruency_area_continuous,congruency_area_absolute,sub_ind,sub_area,sub_area_continuous
229,6,350.0,2.0,-180.89889594286387,-181.80020085474007,180.89889594286387,99,23.505932455627757,24.276613123849984
230,6,850.0,2.0,103.6580054066734,102.02351884056952,103.6580054066734,19,-3.5580415255355864,-3.790861451336081
231,6,850.0,2.0,103.6580054066734,102.02351884056952,103.6580054066734,39,-7.109777291387677,-6.648667562440835
232,6,850.0,2.0,103.6580054066734,102.02351884056952,103.6580054066734,59,24.933719451672722,25.634977392246583
233,6,850.0,2.0,103.6580054066734,102.02351884056952,103.6580054066734,79,31.605902659904274,31.660599079054464
234,6,850.0,2.0,103.6580054066734,102.02351884056952,103.6580054066734,99,50.77941017963025,51.44099629354423
235,6,1100.0,2.0,-178.99874942291197,-179.66680479695788,178.99874942291197,19,-7.1829841520091655,-7.786005319963497
236,6,1100.0,2.0,-178.99874942291197,-179.66680479695788,178.99874942291197,39,-67.03256409738577,-68.76679707046725
237,6,1100.0,2.0,-178.99874942291197,-179.66680479695788,178.99874942291197,59,-76.81417782359264,-75.91741177975746
238,6,1100.0,2.0,-178.99874942291197,-179.66680479695788,178.99874942291197,79,-29.466184611509945,-28.131879577116706
239,6,1100.0,2.0,-178.99874942291197,-179.66680479695788,178.99874942291197,99,9.452204160896045,10.202494138869952
240,7,100.0,1.0,-137.35412024366474,-137.7406857991691,137.35412024366474,19,-0.5382326578939902,-0.8953485070317839
241,7,100.0,1.0,-137.35412024366474,-137.7406857991691,137.35412024366474,39,-59.57412214834466,-61.31420235468437
242,7,100.0,1.0,-137.35412024366474,-137.7406857991691,137.35412024366474,59,-63.29452203751866,-61.934168630894874
243,7,100.0,1.0,-137.35412024366474,-137.7406857991691,137.35412024366474,79,-18.73272325615335,-17.823318273790846
244,7,100.0,1.0,-137.35412024366474,-137.7406857991691,137.35412024366474,99,10.673329836971277,10.945306811258888
245,7,350.0,1.0,86.35334517992774,84.88724135949724,86.35334517992774,19,-3.761486282233436,-4.122383307385057
246,7,350.0,1.0,86.35334517992774,84.88724135949724,86.35334517992774,39,-13.750647121080224,-13.67246028617626
247,7,350.0,1.0,86.35334517992774,84.88724135949724,86.35334517992774,59,-0.10194921024802284,0.9362799283796903
248,7,350.0,1.0,86.35334517992774,84.88724135949724,86.35334517992774,79,43.62568896642526,44.14642456087313
249,7,350.0,1.0,86.35334517992774,84.88724135949724,86.35334517992774,99,54.50182649299475,54.6255097099056
250,7,850.0,1.0,-90.47199780524738,-89.85515329077407,90.47199780524738,19,-3.659029087098603,-3.972962013449994
251,7,850.0,1.0,-90.47199780524738,-89.85515329077407,90.47199780524738,39,-25.89465189100831,-26.53843552246309
252,7,850.0,1.0,-90.47199780524738,-89.85515329077407,90.47199780524738,59,-29.612100540036472,-28.969065416658168
253,7,850.0,1.0,-90.47199780524738,-89.85515329077407,90.47199780524738,79,-9.035860501551852,-8.741451843669893
254,7,850.0,1.0,-90.47199780524738,-89.85515329077407,90.47199780524738,99,-17.756175367939534,-18.337364579325367
255,7,1100.0,1.0,-228.64372449561327,-228.1097335996892,228.64372449561327,19,-5.684432980071352,-6.560501819493204
256,7,1100.0,1.0,-228.64372449561327,-228.1097335996892,228.64372449561327,39,-83.15823269439122,-84.64291831855235
257,7,1100.0,1.0,-228.64372449561327,-228.1097335996892,228.64372449561327,59,-74.28397356730795,-73.18865743769311
258,7,1100.0,1.0,-228.64372449561327,-228.1097335996892,228.64372449561327,79,-34.17765181481927,-33.50062371970853
259,7,1100.0,1.0,-228.64372449561327,-228.1097335996892,228.64372449561327,99,-19.31534595461929,-19.19816034993255
260,7,100.0,2.0,-519.3328472759565,-517.2498901330528,519.3328472759565,19,-0.09520605401392457,-0.30996747183684903
261,7,100.0,2.0,-519.3328472759565,-517.2498901330528,519.3328472759565,39,-39.71960601273885,-41.78794835383002
262,7,100.0,2.0,-519.3328472759565,-517.2498901330528,519.3328472759565,59,-178.41598474173983,-181.97865569025544
263,7,100.0,2.0,-519.3328472759565,-517.2498901330528,519.3328472759565,79,-190.85889446738042,-187.84810510204534
264,7,100.0,2.0,-519.3328472759565,-517.2498901330528,519.3328472759565,99,-82.61377593247079,-81.89918091293475
265,7,350.0,2.0,40.1387247803341,41.166475550605355,40.1387247803341,19,2.3315730304304383,2.361971037162121
266,7,350.0,2.0,40.1387247803341,41.166475550605355,40.1387247803341,39,41.48681218361429,43.45753563496203
267,7,350.0,2.0,40.1387247803341,41.166475550605355,40.1387247803341,59,52.28487303980757,50.55372498887368
268,7,350.0,2.0,40.1387247803341,41.166475550605355,40.1387247803341,79,-22.92112616574927,-23.74466402173084
269,7,350.0,2.0,40.1387247803341,41.166475550605355,40.1387247803341,99,-34.16561541124048,-34.431638659692
270,7,850.0,2.0,-31.4636619411676,-33.22076708043733,31.4636619411676,19,4.572540425110239,5.007618187859816
271,7,850.0,2.0,-31.4636619411676,-33.22076708043733,31.4636619411676,39,43.97462950122341,43.64383451679663
272,7,850.0,2.0,-31.4636619411676,-33.22076708043733,31.4636619411676,59,-64.40190021853653,-67.27887517933027
273,7,850.0,2.0,-31.4636619411676,-33.22076708043733,31.4636619411676,79,-69.37619852794585,-66.13357934631313
274,7,850.0,2.0,-31.4636619411676,-33.22076708043733,31.4636619411676,99,54.02748393494406,55.252130370702616
275,7,1100.0,2.0,-0.4852243704354722,-0.9451939576638324,0.4852243704354722,19,-2.793317874945724,-2.756341140890722
276,7,1100.0,2.0,-0.4852243704354722,-0.9451939576638324,0.4852243704354722,39,-37.05121036041523,-38.49345024737386
277,7,1100.0,2.0,-0.4852243704354722,-0.9451939576638324,0.4852243704354722,59,-12.295036031881928,-10.269477134956105
