vib,modality,vision,par_id,traj_ind,x,y
novib,cursor,preview,6,100,-232.4529429,177.5797929
novib,cursor,preview,7,0,-401.6141727,6.984936364
novib,cursor,preview,7,5,-398.3691,12.66137273
novib,cursor,preview,7,10,-391.9876,22.71929091
novib,cursor,preview,7,15,-387.2962091,30.06484545
novib,cursor,preview,7,20,-377.5634273,43.78767273
novib,cursor,preview,7,25,-364.3948,60.55634545
novib,cursor,preview,7,30,-353.1973091,73.28203636
novib,cursor,preview,7,35,-339.0986545,88.76406364
novib,cursor,preview,7,40,-327.4893182,100.5194545
novib,cursor,preview,7,45,-311.5703636,115.809
novib,cursor,preview,7,50,-296.4439364,129.5543455
novib,cursor,preview,7,55,-286.3031091,138.4315273
novib,cursor,preview,7,60,-273.8102,148.9689273
novib,cursor,preview,7,65,-266.1641,155.2196364
novib,cursor,preview,7,70,-256.8832727,162.5385091
novib,cursor,preview,7,75,-249.8020818,167.6342364
novib,cursor,preview,7,80,-245.0066,170.5734364
novib,cursor,preview,7,85,-240.1661818,173.3024273
novib,cursor,preview,7,90,-237.2011818,174.8041909
novib,cursor,preview,7,95,-234.7450818,176.4832727
novib,cursor,preview,7,100,-233.2934091,178.1587273
novib,cursor,preview,8,0,-400.5919643,4.717471429
novib,cursor,preview,8,5,-397.8520714,7.600921429
novib,cursor,preview,8,10,-392.8862857,13.45993571
novib,cursor,preview,8,15,-385.4120929,22.22463571
novib,cursor,preview,8,20,-376.4522214,32.86835
novib,cursor,preview,8,25,-365.1088,46.31792857
novib,cursor,preview,8,30,-354.5640929,58.29554286
novib,cursor,preview,8,35,-340.0842929,74.02461429
novib,cursor,preview,8,40,-324.5985714,89.24595
novib,cursor,preview,8,45,-309.3662357,104.0980429
novib,cursor,preview,8,50,-293.31965,118.9774571
novib,cursor,preview,8,55,-284.1637143,127.1471786
novib,cursor,preview,8,60,-271.8894286,138.0763143
novib,cursor,preview,8,65,-262.3902214,146.4843857
novib,cursor,preview,8,70,-253.0165643,154.6834929
novib,cursor,preview,8,75,-245.3427929,161.0177857
novib,cursor,preview,8,80,-240.9677429,164.3962786
novib,cursor,preview,8,85,-237.1638429,167.6571
novib,cursor,preview,8,90,-234.2086786,169.8002071
novib,cursor,preview,8,95,-230.8030071,170.8332214
novib,cursor,preview,8,100,-228.9788286,172.0792786
novib,cursor,preview,9,0,-396.9755867,-2.265898
novib,cursor,preview,9,5,-392.3719867,5.137903333
novib,cursor,preview,9,10,-387.5980267,12.770622
novib,cursor,preview,9,15,-382.5256267,20.31092
novib,cursor,preview,9,20,-375.72328,30.18738667
novib,cursor,preview,9,25,-366.52498,42.65992
novib,cursor,preview,9,30,-358.15782,53.11786
novib,cursor,preview,9,35,-347.34956,65.66271333
novib,cursor,preview,9,40,-336.6270933,77.13452667
novib,cursor,preview,9,45,-324.40624,89.02724
novib,cursor,preview,9,50,-309.96836,101.8573267
novib,cursor,preview,9,55,-302.6233667,107.9301667
novib,cursor,preview,9,60,-290.3410133,116.8881333
novib,cursor,preview,9,65,-279.2622467,124.2295733
novib,cursor,preview,9,70,-266.9623267,131.35568
novib,cursor,preview,9,75,-256.8574467,136.3765333
novib,cursor,preview,9,80,-249.3095067,139.5799467
novib,cursor,preview,9,85,-243.0167933,142.37466
novib,cursor,preview,9,90,-238.6554267,144.6493733
novib,cursor,preview,9,95,-235.45244,146.09812
novib,cursor,preview,9,100,-233.49268,147.8782533
novib,cursor,preview,10,0,-405.9445429,24.73757857
novib,cursor,preview,10,5,-403.9659714,28.74292857
novib,cursor,preview,10,10,-398.28535,37.92251429
novib,cursor,preview,10,15,-392.5812643,46.86934286
novib,cursor,preview,10,20,-382.9750857,61.39168571
novib,cursor,preview,10,25,-369.4456286,79.41109286
novib,cursor,preview,10,30,-358.6274929,92.55209286
novib,cursor,preview,10,35,-344.07735,108.5243571
novib,cursor,preview,10,40,-334.7152643,117.5730286
novib,cursor,preview,10,45,-320.5430786,130.7522214
novib,cursor,preview,10,50,-304.6682857,144.1531929
novib,cursor,preview,10,55,-292.9667643,153.5493143
novib,cursor,preview,10,60,-281.3163357,162.0090214
novib,cursor,preview,10,65,-274.6589429,166.44845
novib,cursor,preview,10,70,-264.89485,172.66235
novib,cursor,preview,10,75,-256.9127357,177.0087286
novib,cursor,preview,10,80,-251.717,179.0907429
novib,cursor,preview,10,85,-246.7866786,180.8396429
novib,cursor,preview,10,90,-244.2895571,181.4893286
novib,cursor,preview,10,95,-241.2592143,181.9003429
novib,cursor,preview,10,100,-239.6671,182.2929286
novib,cursor,preview,11,0,-400.68545,15.61583571
novib,cursor,preview,11,5,-394.4377357,23.9221
novib,cursor,preview,11,10,-392.67485,26.49049286
novib,cursor,preview,11,15,-384.829,38.35884286
novib,cursor,preview,11,20,-376.5979214,50.43029286
novib,cursor,preview,11,25,-363.78945,68.04765
novib,cursor,preview,11,30,-354.3180786,80.31002143
novib,cursor,preview,11,35,-343.1237786,94.17287857
novib,cursor,preview,11,40,-329.5955286,109.7867143
novib,cursor,preview,11,45,-321.2409071,118.68745
novib,cursor,preview,11,50,-301.4983714,138.51975
novib,cursor,preview,11,55,-289.01295,149.8539071
novib,cursor,preview,11,60,-280.4972786,156.6094429
novib,cursor,preview,11,65,-267.3261429,166.3252643
novib,cursor,preview,11,70,-253.7675857,174.9367714
novib,cursor,preview,11,75,-241.69695,181.6483286
novib,cursor,preview,11,80,-234.9020714,185.3603
novib,cursor,preview,11,85,-228.4623786,189.6680571
novib,cursor,preview,11,90,-223.3304,195.1824143
novib,cursor,preview,11,95,-223.03845,195.5593
novib,cursor,preview,11,100,-221.2306214,199.2937643
novib,cursor,preview,12,0,-401.1377,18.37470769
novib,cursor,preview,12,5,-399.7638154,22.48316154
novib,cursor,preview,12,10,-397.1415154,28.86404615
novib,cursor,preview,12,15,-392.7440077,37.91986923
novib,cursor,preview,12,20,-387.8599308,46.30585385
novib,cursor,preview,12,25,-379.1747923,60
novib,cursor,preview,12,30,-372.0500154,70.63929231
novib,cursor,preview,12,35,-361.1108769,85.33400769
novib,cursor,preview,12,40,-348.7518769,100.4787462
novib,cursor,preview,12,45,-335.1396077,115.7117615
novib,cursor,preview,12,50,-317.4113692,133.6337538
novib,cursor,preview,12,55,-307.1499769,142.7387692
novib,cursor,preview,12,60,-292.4882615,155.2221
novib,cursor,preview,12,65,-278.3622538,165.9544769
novib,cursor,preview,12,70,-265.0758154,174.5764385
novib,cursor,preview,12,75,-252.0124615,180.7048923
novib,cursor,preview,12,80,-244.1217692,183.8887692
novib,cursor,preview,12,85,-237.6839769,185.2758385
novib,cursor,preview,12,90,-230.4632,186.3944692
novib,cursor,preview,12,95,-225.6035385,186.7421231
novib,cursor,preview,12,100,-223.6441385,188.8850308
novib,cursor,preview,13,0,-402.5989067,12.81629333
novib,cursor,preview,13,5,-398.5287333,21.53546667
novib,cursor,preview,13,10,-393.8888267,30.50589333
novib,cursor,preview,13,15,-387.6136333,41.04804
novib,cursor,preview,13,20,-379.7697267,52.88201333
novib,cursor,preview,13,25,-368.2083733,68.87012
novib,cursor,preview,13,30,-358.1274933,81.62252667
novib,cursor,preview,13,35,-344.43698,97.37018667
novib,cursor,preview,13,40,-332.9735133,109.3588867
novib,cursor,preview,13,45,-319.76874,122.2648667
novib,cursor,preview,13,50,-305.7921,134.77556
novib,cursor,preview,13,55,-299.4430733,140.1791333
novib,cursor,preview,13,60,-287.97342,149.5591667
novib,cursor,preview,13,65,-279.3786533,156.2501
novib,cursor,preview,13,70,-269.7235267,163.4119467
novib,cursor,preview,13,75,-261.71228,168.9523333
novib,cursor,preview,13,80,-256.45038,172.2002867
novib,cursor,preview,13,85,-252.2539933,174.3537867
novib,cursor,preview,13,90,-249.3687867,175.1476333
novib,cursor,preview,13,95,-246.4007467,175.2527933
novib,cursor,preview,13,100,-245.0728733,175.9254867
novib,cursor,preview,14,0,-395.1131933,11.33031333
novib,cursor,preview,14,5,-393.1741467,19.08234667
novib,cursor,preview,14,10,-391.9854867,22.13928667
novib,cursor,preview,14,15,-383.6515133,39.64352
novib,cursor,preview,14,20,-370.4677667,61.77807333
novib,cursor,preview,14,25,-357.8923933,80.61841333
novib,cursor,preview,14,30,-347.36496,94.66621333
novib,cursor,preview,14,35,-330.53346,114.19058
novib,cursor,preview,14,40,-316.16052,128.1514733
novib,cursor,preview,14,45,-304.7051,138.3107
novib,cursor,preview,14,50,-282.5911,154.2376267
novib,cursor,preview,14,55,-272.1645933,159.8816267
novib,cursor,preview,14,60,-261.2677133,165.3984933
novib,cursor,preview,14,65,-249.2316533,169.6775067
novib,cursor,preview,14,70,-235.4969733,173.6172533
novib,cursor,preview,14,75,-228.5669133,174.6330533
novib,cursor,preview,14,80,-225.33096,175.5394133
novib,cursor,preview,14,85,-223.1094467,175.6653933
novib,cursor,preview,14,90,-220.9206867,175.6899867
novib,cursor,preview,14,95,-220.9109733,175.8743333
novib,cursor,preview,14,100,-220.9740467,176.5707267
novib,cursor,preview,15,0,-398.7406714,24.27925
novib,cursor,preview,15,5,-389.9017929,36.38169286
novib,cursor,preview,15,10,-386.1047643,42.68763571
novib,cursor,preview,15,15,-379.0051,54.14595
novib,cursor,preview,15,20,-368.7767143,70.73381429
novib,cursor,preview,15,25,-357.2841357,87.40897857
novib,cursor,preview,15,30,-341.4819286,107.6006429
novib,cursor,preview,15,35,-327.4566214,123.58
novib,cursor,preview,15,40,-316.45005,133.8381857
novib,cursor,preview,15,45,-301.1216429,146.3325286
novib,cursor,preview,15,50,-280.5234429,160.6298214
novib,cursor,preview,15,55,-270.5920071,166.5261786
novib,cursor,preview,15,60,-260.0369571,171.7794714
novib,cursor,preview,15,65,-253.1600643,174.4841143
novib,cursor,preview,15,70,-244.2007214,177.9210286
novib,cursor,preview,15,75,-237.1685071,180.6203643
novib,cursor,preview,15,80,-235.3171357,181.6181143
novib,cursor,preview,15,85,-231.3915929,182.5988643
novib,cursor,preview,15,90,-229.2265929,182.5522214
novib,cursor,preview,15,95,-228.3562357,182.4418571
novib,cursor,preview,15,100,-226.9734,183.7664286
novib,cursor,preview,16,0,-390.8021286,10.56905
novib,cursor,preview,16,5,-384.4688143,19.34526429
novib,cursor,preview,16,10,-376.5545143,32.79887857
novib,cursor,preview,16,15,-365.4191929,51.2065
novib,cursor,preview,16,20,-354.9052143,67.22229286
novib,cursor,preview,16,25,-340.0685286,88.1295
novib,cursor,preview,16,30,-326.2702857,104.67615
novib,cursor,preview,16,35,-308.4308643,123.0240786
novib,cursor,preview,16,40,-288.7086286,139.8557571
novib,cursor,preview,16,45,-270.82495,153.0423857
novib,cursor,preview,16,50,-253.5636214,165.0475357
novib,cursor,preview,16,55,-248.3862143,168.62725
novib,cursor,preview,16,60,-239.2324214,174.9036214
novib,cursor,preview,16,65,-232.7689071,179.42435
novib,cursor,preview,16,70,-228.0632857,182.5341429
novib,cursor,preview,16,75,-224.0284571,184.6420143
novib,cursor,preview,16,80,-221.2517286,185.7851429
novib,cursor,preview,16,85,-219.6416786,186.6422286
novib,cursor,preview,16,90,-218.1117429,187.2315643
novib,cursor,preview,16,95,-217.3914214,187.8060143
novib,cursor,preview,16,100,-217.3481143,188.3889929
novib,cursor,full,2,0,-409.2207,6.478
novib,cursor,full,2,5,-408.3965154,9.371030769
novib,cursor,full,2,10,-401.7753,20.56013077
novib,cursor,full,2,15,-390.6094154,39.54825385
novib,cursor,full,2,20,-377.2633538,62.26748462
novib,cursor,full,2,25,-359.6960077,85.77843077
novib,cursor,full,2,30,-343.0127769,104.3388615
novib,cursor,full,2,35,-326.4562538,120.5032077
novib,cursor,full,2,40,-311.1374615,133.9433769
novib,cursor,full,2,45,-297.1399154,145.3118231
novib,cursor,full,2,50,-281.9600231,156.4087462
novib,cursor,full,2,55,-274.3162462,161.4976923
novib,cursor,full,2,60,-265.4579154,167.0697077
novib,cursor,full,2,65,-258.2962154,170.9140308
novib,cursor,full,2,70,-252.8947231,173.6791846
novib,cursor,full,2,75,-247.6732769,176.2392231
novib,cursor,full,2,80,-244.3655692,178.1222923
novib,cursor,full,2,85,-241.0667538,179.9211538
novib,cursor,full,2,90,-239.4045769,181.0386077
novib,cursor,full,2,95,-237.1610308,182.1794308
novib,cursor,full,2,100,-235.4153538,182.9239615
novib,cursor,full,3,0,-407.5315857,1.840460714
novib,cursor,full,3,5,-405.3100357,5.165421429
novib,cursor,full,3,10,-399.2078286,14.36874286
novib,cursor,full,3,15,-390.4591643,27.01042857
novib,cursor,full,3,20,-379.2026643,41.76420714
novib,cursor,full,3,25,-363.6376714,59.96652143
novib,cursor,full,3,30,-347.6535714,77.01187143
novib,cursor,full,3,35,-332.2457643,92.13997857
novib,cursor,full,3,40,-316.0313571,106.9564214
novib,cursor,full,3,45,-300.2744214,120.7558143
novib,cursor,full,3,50,-282.4279714,135.5390786
novib,cursor,full,3,55,-274.0846214,142.16445
novib,cursor,full,3,60,-263.6847071,150.4540571
novib,cursor,full,3,65,-255.2950571,156.9506357
novib,cursor,full,3,70,-248.76145,161.9762571
novib,cursor,full,3,75,-242.8710071,166.4254643
novib,cursor,full,3,80,-238.5987214,169.5975429
novib,cursor,full,3,85,-234.7913,172.2930786
novib,cursor,full,3,90,-232.2185857,174.1387071
novib,cursor,full,3,95,-231.1922571,175.88855
novib,cursor,full,3,100,-230.6522143,177.2128357
novib,cursor,full,4,0,-410.5294385,6.252507692
novib,cursor,full,4,5,-407.1496769,9.968461538
novib,cursor,full,4,10,-400.0382,21.4096
novib,cursor,full,4,15,-392.5300538,34.60423077
novib,cursor,full,4,20,-381.7990846,52.11973077
novib,cursor,full,4,25,-365.8014385,74.90575385
novib,cursor,full,4,30,-350.3099462,94.20303846
novib,cursor,full,4,35,-334.3745846,111.6369385
novib,cursor,full,4,40,-317.8098077,127.3939385
novib,cursor,full,4,45,-299.9267923,141.5647692
novib,cursor,full,4,50,-279.8038385,155.6795
novib,cursor,full,4,55,-268.4436385,162.7682769
novib,cursor,full,4,60,-258.0929538,168.8636154
novib,cursor,full,4,65,-250.0269846,173.3011308
novib,cursor,full,4,70,-242.0525231,177.6303462
novib,cursor,full,4,75,-234.8143846,181.5815615
novib,cursor,full,4,80,-230.5799,183.8333769
novib,cursor,full,4,85,-225.8609538,186.1453769
novib,cursor,full,4,90,-222.6683231,187.8079769
novib,cursor,full,4,95,-220.2971077,189.1674077
novib,cursor,full,4,100,-219.0024308,190.1732846
novib,cursor,full,6,0,-402.2703846,9.222184615
novib,cursor,full,6,5,-399.3977231,16.42394615
novib,cursor,full,6,10,-390.6275615,32.8364
novib,cursor,full,6,15,-380.8672692,47.67299231
novib,cursor,full,6,20,-366.5016154,67.22313846
novib,cursor,full,6,25,-349.1912462,88.13170769
novib,cursor,full,6,30,-329.3670615,108.6074231
novib,cursor,full,6,35,-315.5649769,121.0625769
novib,cursor,full,6,40,-299.9383154,134.1613462
novib,cursor,full,6,45,-286.2586846,144.937
novib,cursor,full,6,50,-270.4592154,156.3064923
novib,cursor,full,6,55,-263.1425923,161.0381
novib,cursor,full,6,60,-254.1988308,166.6959846
novib,cursor,full,6,65,-247.2194923,170.6589692
novib,cursor,full,6,70,-240.7628923,174.5041308
novib,cursor,full,6,75,-237.0764462,176.6431923
novib,cursor,full,6,80,-232.6525154,179.2115846
novib,cursor,full,6,85,-228.7865154,181.3966923
novib,cursor,full,6,90,-225.9844846,182.7827538
novib,cursor,full,6,95,-224.4439077,183.8074615
novib,cursor,full,6,100,-223.0735308,184.7670077
novib,cursor,full,7,0,-401.7317643,6.858928571
novib,cursor,full,7,5,-400.5293429,9.8582
novib,cursor,full,7,10,-395.3786857,18.441
novib,cursor,full,7,15,-389.1494429,28.49343571
novib,cursor,full,7,20,-378.4998643,44.0685
novib,cursor,full,7,25,-365.0846,61.9459
novib,cursor,full,7,30,-353.7173429,75.73714286
novib,cursor,full,7,35,-339.96965,91.2956
novib,cursor,full,7,40,-325.2412286,106.9685714
novib,cursor,full,7,45,-309.7705786,122.2731286
novib,cursor,full,7,50,-291.0680786,139.4981786
novib,cursor,full,7,55,-281.8973214,147.4808286
novib,cursor,full,7,60,-270.0072143,157.3585643
novib,cursor,full,7,65,-260.3873429,165.2152571
novib,cursor,full,7,70,-252.0746357,171.7365429
novib,cursor,full,7,75,-245.5785,176.5604071
novib,cursor,full,7,80,-241.1319214,179.4763214
novib,cursor,full,7,85,-236.8324286,182.1418786
novib,cursor,full,7,90,-233.8168286,183.7133786
novib,cursor,full,7,95,-231.9573643,184.8844357
novib,cursor,full,7,100,-230.6988286,185.8081571
novib,cursor,full,8,0,-400.62875,4.64635
novib,cursor,full,8,5,-397.5216071,7.765007143
novib,cursor,full,8,10,-391.7457071,14.41297857
novib,cursor,full,8,15,-381.0966714,27.02955
novib,cursor,full,8,20,-367.7043571,42.32992857
novib,cursor,full,8,25,-352.6658643,58.70596429
novib,cursor,full,8,30,-336.7074143,75.08872857
novib,cursor,full,8,35,-320.59445,90.95237857
novib,cursor,full,8,40,-301.7355857,108.7500143
novib,cursor,full,8,45,-287.4898643,121.8401929
novib,cursor,full,8,50,-268.9411929,138.1600071
novib,cursor,full,8,55,-258.4055143,147.4647714
novib,cursor,full,8,60,-249.8405857,155.04515
novib,cursor,full,8,65,-241.5007214,162.4521643
novib,cursor,full,8,70,-235.8681857,167.2366
novib,cursor,full,8,75,-230.7452143,171.6332857
novib,cursor,full,8,80,-227.46105,174.56365
novib,cursor,full,8,85,-225.1953857,176.8012857
novib,cursor,full,8,90,-223.5475571,178.1500929
novib,cursor,full,8,95,-222.4233357,178.8012571
novib,cursor,full,8,100,-221.71045,179.5377143
novib,cursor,full,9,0,-397.0385714,-2.396357143
novib,cursor,full,9,5,-394.3863929,1.966280714
novib,cursor,full,9,10,-387.47455,12.52060714
novib,cursor,full,9,15,-380.8194929,22.33983571
novib,cursor,full,9,20,-372.6353071,33.87937143
novib,cursor,full,9,25,-358.8540429,50.88602857
novib,cursor,full,9,30,-348.4222286,62.96717143
novib,cursor,full,9,35,-336.23815,76.00314286
novib,cursor,full,9,40,-322.3654214,89.22204286
novib,cursor,full,9,45,-306.5716857,102.5639357
novib,cursor,full,9,50,-289.0403143,115.9995714
novib,cursor,full,9,55,-280.7535214,121.4819214
novib,cursor,full,9,60,-267.0921786,129.9674357
novib,cursor,full,9,65,-256.1412643,136.34225
novib,cursor,full,9,70,-246.7542071,141.4784714
novib,cursor,full,9,75,-237.2957214,146.2889143
novib,cursor,full,9,80,-231.1044786,149.2492286
novib,cursor,full,9,85,-225.9042357,151.8745286
novib,cursor,full,9,90,-221.5649429,154.2608786
novib,cursor,full,9,95,-217.9987214,156.3622286
novib,cursor,full,9,100,-216.2301214,157.6698571
novib,cursor,full,10,0,-406.0445786,25.02435714
novib,cursor,full,10,5,-403.4005786,29.84915
novib,cursor,full,10,10,-393.8666714,44.12757857
novib,cursor,full,10,15,-381.1717429,62.70020714
novib,cursor,full,10,20,-368.9203643,79.09583571
novib,cursor,full,10,25,-351.6045214,99.79758571
novib,cursor,full,10,30,-337.7191714,114.0220929
novib,cursor,full,10,35,-321.3774143,129.4374571
novib,cursor,full,10,40,-305.2461857,143.03635
novib,cursor,full,10,45,-289.7713214,155.36815
novib,cursor,full,10,50,-275.6299214,166.0076429
novib,cursor,full,10,55,-266.4512357,172.1367929
novib,cursor,full,10,60,-256.3609714,178.5326643
novib,cursor,full,10,65,-248.37675,183.2252714
novib,cursor,full,10,70,-241.3389643,186.7697286
novib,cursor,full,10,75,-235.6573643,189.4280857
novib,cursor,full,10,80,-232.8586357,190.8905929
novib,cursor,full,10,85,-230.2025714,192.3898071
novib,cursor,full,10,90,-227.2223286,194.0887786
novib,cursor,full,10,95,-225.3163714,195.1422357
novib,cursor,full,10,100,-224.0441643,195.8022786
novib,cursor,full,11,0,-399.89135,15.55545714
novib,cursor,full,11,5,-394.9814929,21.71909286
novib,cursor,full,11,10,-392.7033786,25.12838571
novib,cursor,full,11,15,-384.9533357,35.25562143
novib,cursor,full,11,20,-375.0106,49.54756429
novib,cursor,full,11,25,-361.33305,67.51772857
novib,cursor,full,11,30,-352.8572143,78.14997143
novib,cursor,full,11,35,-338.3156214,95.08817143
novib,cursor,full,11,40,-324.3786786,110.6910643
novib,cursor,full,11,45,-314.6337286,120.6857429
novib,cursor,full,11,50,-294.8126714,139.7778643
novib,cursor,full,11,55,-283.1622071,149.3351357
novib,cursor,full,11,60,-274.1618929,156.3628357
novib,cursor,full,11,65,-260.8205071,165.5660786
novib,cursor,full,11,70,-245.4444429,174.4346357
novib,cursor,full,11,75,-234.2374929,180.5921714
novib,cursor,full,11,80,-229.27525,183.19675
novib,cursor,full,11,85,-223.3937357,188.0537
novib,cursor,full,11,90,-218.6555714,193.2942214
novib,cursor,full,11,95,-218.1981071,193.7539214
novib,cursor,full,11,100,-216.0911143,196.9381786
novib,cursor,full,12,0,-401.03148,18.40385333
novib,cursor,full,12,5,-399.99526,21.98889333
novib,cursor,full,12,10,-397.2841533,28.57970667
novib,cursor,full,12,15,-392.7743,37.16640667
novib,cursor,full,12,20,-385.9799867,49.00829333
novib,cursor,full,12,25,-377.4566733,62.29211333
novib,cursor,full,12,30,-368.9623,74.52838667
novib,cursor,full,12,35,-357.4554,89.70476
novib,cursor,full,12,40,-345.5410667,103.9611067
novib,cursor,full,12,45,-331.82534,119.1573333
novib,cursor,full,12,50,-313.8871267,136.9903867
novib,cursor,full,12,55,-303.4190533,146.4545333
novib,cursor,full,12,60,-289.02544,158.51052
novib,cursor,full,12,65,-276.2374933,167.9593533
novib,cursor,full,12,70,-263.1198133,176.3767667
novib,cursor,full,12,75,-251.21144,182.96846
novib,cursor,full,12,80,-241.53724,186.70448
novib,cursor,full,12,85,-231.52942,188.41862
novib,cursor,full,12,90,-226.1522067,190.5939533
novib,cursor,full,12,95,-221.7456867,191.7262067
novib,cursor,full,12,100,-219.8174667,193.0020067
novib,cursor,full,13,0,-402.3872929,13.64027857
novib,cursor,full,13,5,-398.8846857,20.27247143
novib,cursor,full,13,10,-393.5283857,30.22642857
novib,cursor,full,13,15,-385.8522214,42.64604286
novib,cursor,full,13,20,-375.7686,57.21762857
novib,cursor,full,13,25,-361.38425,75.77353571
novib,cursor,full,13,30,-349.8467071,89.33602143
novib,cursor,full,13,35,-335.7609786,104.5508857
novib,cursor,full,13,40,-322.6021357,117.4452571
novib,cursor,full,13,45,-308.7914571,130.1303286
novib,cursor,full,13,50,-293.7062214,143.0141571
novib,cursor,full,13,55,-285.5956143,149.3108643
novib,cursor,full,13,60,-275.3427786,157.1764714
novib,cursor,full,13,65,-267.1668714,163.1480714
novib,cursor,full,13,70,-259.4987643,168.7055
novib,cursor,full,13,75,-252.5559643,173.3604571
novib,cursor,full,13,80,-248.3178714,175.9043214
novib,cursor,full,13,85,-244.8992714,177.3064643
novib,cursor,full,13,90,-241.8668357,178.0550429
novib,cursor,full,13,95,-239.0285286,178.2727857
novib,cursor,full,13,100,-237.7417286,179.1181571
novib,cursor,full,14,0,-395.73735,11.17674286
novib,cursor,full,14,5,-394.3236857,16.93249286
novib,cursor,full,14,10,-392.7891929,20.13781429
novib,cursor,full,14,15,-386.1215714,34.88150714
novib,cursor,full,14,20,-377.4447571,49.61344286
novib,cursor,full,14,25,-367.8167429,65.67313571
novib,cursor,full,14,30,-353.0865929,84.90098571
novib,cursor,full,14,35,-342.1158857,98.3436
novib,cursor,full,14,40,-331.8551714,109.4809
novib,cursor,full,14,45,-316.6170214,123.5629429
novib,cursor,full,14,50,-295.9013357,140.5550357
novib,cursor,full,14,55,-290.2203714,145.2792357
novib,cursor,full,14,60,-275.4923214,153.6918429
novib,cursor,full,14,65,-265.8775143,158.7407214
novib,cursor,full,14,70,-251.9983286,163.9556286
novib,cursor,full,14,75,-241.1458857,167.3119286
novib,cursor,full,14,80,-232.8287071,168.8050286
novib,cursor,full,14,85,-227.6395214,169.7677643
novib,cursor,full,14,90,-220.5451786,171.4668357
novib,cursor,full,14,95,-220.5451786,171.4668357
novib,cursor,full,14,100,-218.1233286,173.7314929
novib,cursor,full,15,0,-398.6595,24.86077857
novib,cursor,full,15,5,-392.5906214,33.92516429
novib,cursor,full,15,10,-383.4535929,49.26689286
novib,cursor,full,15,15,-374.2802286,64.01871429
novib,cursor,full,15,20,-360.3502214,85.09754286
novib,cursor,full,15,25,-339.2673214,111.2013357
novib,cursor,full,15,30,-319.7195,130.7211286
novib,cursor,full,15,35,-301.7024714,145.4167714
novib,cursor,full,15,40,-286.7767214,155.6318429
novib,cursor,full,15,45,-271.6033857,165.1565571
novib,cursor,full,15,50,-258.0501,171.7309286
novib,cursor,full,15,55,-251.2298143,174.9117
novib,cursor,full,15,60,-243.8650857,178.3595143
novib,cursor,full,15,65,-238.9864,180.4632857
novib,cursor,full,15,70,-233.6434214,182.0961429
novib,cursor,full,15,75,-230.3591286,183.6196786
novib,cursor,full,15,80,-227.9200643,185.1549571
novib,cursor,full,15,85,-225.7718429,186.4811571
novib,cursor,full,15,90,-224.5092143,187.7350714
novib,cursor,full,15,95,-223.3706429,188.7719214
novib,cursor,full,15,100,-221.8864643,190.1058429
novib,cursor,full,16,0,-390.2554857,11.03155
novib,cursor,full,16,5,-385.5638071,17.21942143
novib,cursor,full,16,10,-377.2379857,31.40703571
novib,cursor,full,16,15,-367.7728,47.83427857
novib,cursor,full,16,20,-357.2413143,65.60194286
novib,cursor,full,16,25,-341.58015,88.44613571
novib,cursor,full,16,30,-327.5247429,105.3332286
novib,cursor,full,16,35,-310.7851929,122.6087429
novib,cursor,full,16,40,-289.8804,140.1573429
novib,cursor,full,16,45,-268.9120571,154.8918143
novib,cursor,full,16,50,-251.2051643,165.4773929
novib,cursor,full,16,55,-244.6769714,169.2561214
novib,cursor,full,16,60,-233.1598071,176.0038286
novib,cursor,full,16,65,-225.2429786,180.70245
novib,cursor,full,16,70,-219.8772429,183.9509714
novib,cursor,full,16,75,-215.9875857,186.1508929
novib,cursor,full,16,80,-213.3214,187.61165
novib,cursor,full,16,85,-211.4408714,188.7099429
novib,cursor,full,16,90,-209.6843429,190.0777929
novib,cursor,full,16,95,-208.8497286,191.4345929
novib,cursor,full,16,100,-208.2278857,192.3211357
vib,limb,preview,2,0,-409.5375,11.61175714
vib,limb,preview,2,5,-406.8638357,19.00571429
vib,limb,preview,2,10,-403.2104714,25.88476429
vib,limb,preview,2,15,-396.7638429,39.26691429
vib,limb,preview,2,20,-386.2036143,61.67281429
vib,limb,preview,2,25,-374.8175071,79.49817143
vib,limb,preview,2,30,-366.3876,92.18335714
vib,limb,preview,2,35,-353.9985214,106.9109429
vib,limb,preview,2,40,-340.2042429,121.2806857
vib,limb,preview,2,45,-328.5632286,132.3606143
vib,limb,preview,2,50,-310.2050286,147.7589143
vib,limb,preview,2,55,-302.6436857,153.15365
vib,limb,preview,2,60,-291.1946071,161.0107286
vib,limb,preview,2,65,-278.4005714,168.2889643
vib,limb,preview,2,70,-263.7063214,176.1683071
vib,limb,preview,2,75,-255.1059786,180.10275
vib,limb,preview,2,80,-251.9841357,181.2259357
vib,limb,preview,2,85,-243.5617,183.5345214
vib,limb,preview,2,90,-238.3185571,183.84425
vib,limb,preview,2,95,-238.0807929,183.9534
vib,limb,preview,2,100,-236.8797143,185.6107429
vib,limb,preview,3,0,-407.1671714,1.127023786
vib,limb,preview,3,5,-403.4615571,6.568028571
vib,limb,preview,3,10,-396.0177429,17.08510714
vib,limb,preview,3,15,-387.0867714,29.79337857
vib,limb,preview,3,20,-372.9236786,48.46248571
vib,limb,preview,3,25,-354.8377571,69.99855
vib,limb,preview,3,30,-339.4745857,86.66644286
vib,limb,preview,3,35,-322.0436214,103.8587929
vib,limb,preview,3,40,-304.6477429,119.0238929
vib,limb,preview,3,45,-287.0224071,133.3018786
