location,target,cue_ind,soa,screen_calib_routine.thisRepN,screen_calib_routine.thisTrialN,screen_calib_routine.thisN,screen_calib_routine.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_welcome.started,text_welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,trial_type,text_4.started,text_4.stopped,screen_calib_circle_2.started,screen_calib_circle_2.stopped,calib_start.started,calib_start.stopped,screen_calib_circle.started,screen_calib_circle.stopped,text_5.started,text_5.stopped,sound_2.started,sound_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_7.started,text_7.stopped,keep_trial,text_instr_2.started,text_instr_2.stopped,soa_actual,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_2.started,text_2.stopped,participant,expVersion,age,sex,date,expName,psychopyVersion,frameRate,
,2,1,350,,,,,11,9,185,9,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.36668510000163224,space,0.8137390000010782,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,850,,,,,11,10,186,14,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666667000034067,space,0.6339466999997967,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,850,,,,,11,11,187,2,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8667156999981671,space,0.8410316999979841,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,350,,,,,11,12,188,5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.3666957999994338,space,0.876927400000568,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,350,,,,,11,13,189,1,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.36669289999917964,space,1.4075613999993948,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,100,,,,,11,14,190,8,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11668859999917913,space,0.9584347999989404,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,1100,,,,,11,15,191,3,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.116688799997064,space,0.6670441000023857,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,100,,,,,12,0,192,8,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11668839999765623,space,0.8840689999997267,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,350,,,,,12,1,193,9,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.36667170000146143,space,0.5906887999990431,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,850,,,,,12,2,194,14,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666059000024688,space,0.7807484000004479,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,1100,,,,,12,3,195,3,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.116611899997224,space,0.9036171999978251,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,100,,,,,12,4,196,4,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11668350000036298,space,0.7025724000013724,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,350,,,,,12,5,197,1,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.3667072000025655,space,1.0803452000000107,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,850,,,,,12,6,198,2,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8667463999991014,space,2.4670016999989457,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,850,,,,,12,7,199,10,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.866699600002903,space,1.061490000000049,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,350,,,,,12,8,200,13,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,0.36657719999857363,space,5.281385600002977,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,1100,,,,,12,9,201,7,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1167053999997734,space,0.9561388000001898,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,850,,,,,12,10,202,6,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8667023000016343,space,1.653778299998521,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,100,,,,,12,11,203,12,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11665439999705995,space,0.7267791000012949,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,1100,,,,,12,12,204,15,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1167122999977437,space,0.5469978000000992,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,1100,,,,,12,13,205,11,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1166919999996026,space,4.817797899999277,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,350,,,,,12,14,206,5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.36667450000095414,space,0.9912441999986186,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,100,,,,,12,15,207,0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11665349999748287,space,0.6056672999984585,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,100,,,,,13,0,208,4,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11662839999917196,space,1.1666283999984444,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,350,,,,,13,1,209,9,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.36667270000179997,space,3.6490576999967743,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,100,,,,,13,2,210,12,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11669909999909578,space,2.8197149000006902,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,1100,,,,,13,3,211,7,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.116661700001714,space,3.8347813000000315,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,350,,,,,13,4,212,1,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.3666691000034916,space,2.0659395000002405,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,850,,,,,13,5,213,14,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666723999995156,space,1.3984553000009328,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,350,,,,,13,6,214,5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.3666640000010375,space,4.061476499999117,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,1100,,,,,13,7,215,15,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1167058999999426,space,1.699727700000949,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,1100,,,,,13,8,216,3,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1166611999979068,space,1.3513953999972728,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,100,,,,,13,9,217,0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.1166616000009526,space,2.309370699997089,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,1100,,,,,13,10,218,11,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1166893999979948,space,0.794545199998538,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,850,,,,,13,11,219,10,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666918999988411,space,0.8776803000000655,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,850,,,,,13,12,220,6,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666990000019723,space,0.7408897999994224,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,100,,,,,13,13,221,8,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.1166650999984995,space,0.6691565999972227,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,350,,,,,13,14,222,13,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.3666702999980771,space,1.4885399999984656,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,850,,,,,13,15,223,2,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666849999972328,space,0.7172409000013431,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,100,,,,,14,0,224,8,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11665870000069845,space,1.633265600001323,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,100,,,,,14,1,225,12,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11666340000010678,space,3.1901800999985426,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,350,,,,,14,2,226,13,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.36667120000129216,space,0.7239498000017193,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,100,,,,,14,3,227,4,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.1166732999990927,space,1.076993599999696,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,850,,,,,14,4,228,6,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666497999984131,space,1.181748899998638,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,1100,,,,,14,5,229,7,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1166383999989193,space,1.235760700001265,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,850,,,,,14,6,230,14,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8667074999975739,space,0.5898686000000453,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,850,,,,,14,7,231,2,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666924999997718,space,0.6463674000005994,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,350,,,,,14,8,232,5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.36674199999833945,space,0.6533870999992359,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,350,,,,,14,9,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.36672449999969103,space,2.247355700001208,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,100,,,,,14,10,234,0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.1166613999994297,space,0.8453384999993432,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,1100,,,,,14,11,235,15,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1166916999973182,space,2.480417299997498,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,1100,,,,,14,12,236,3,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.116691900002479,space,0.7386387000005925,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,850,,,,,14,13,237,10,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666983000002801,space,2.5962728000013158,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,1100,,,,,14,14,238,11,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1166997000000265,space,0.8122671999990416,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,350,,,,,14,15,239,1,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.3666388999990886,space,1.4447873000026448,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,1100,,,,,15,0,240,11,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1166637999995146,space,0.8909601000013936,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,1100,,,,,15,1,241,7,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1166689000019687,space,0.7262416999983543,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,100,,,,,15,2,242,12,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.1167118000012124,space,0.8133855000014591,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,850,,,,,15,3,243,2,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.866681300001801,space,0.8292421000005561,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,1100,,,,,15,4,244,3,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.116690800001379,space,0.6095754999987548,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,350,,,,,15,5,245,1,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.36667579999993904,space,0.6707943000001251,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,350,,,,,15,6,246,9,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.36666219999824534,space,0.8228689000025042,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,1100,,,,,15,7,247,15,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1167335999998613,space,0.6927859999996144,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,100,,,,,15,8,248,8,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11667689999740105,space,0.6313398000020243,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,100,,,,,15,9,249,0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11668379999900935,space,1.0371229000011226,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,850,,,,,15,10,250,6,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666846999985864,space,0.8706218000006629,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,350,,,,,15,11,251,5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.3666649000006146,space,0.7314104999968549,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,850,,,,,15,12,252,10,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666799999991781,space,0.6339242000030936,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,100,,,,,15,13,253,4,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.1166732999990927,space,0.7805662000027951,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,350,,,,,15,14,254,13,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.3666746000017156,space,0.6345541000009689,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,850,,,,,15,15,255,14,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8667791000007128,space,0.7635195000002568,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.5746531000004325,1795.011719000002,None,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795.011719000002,None,,,,,,,,,
